game_date,home_team,away_team,home_starter,away_starter,actual_game_total,actual_f5_total,actual_f3_total,actual_f1_total,actual_home_win,game_pk
2024-03-22,NYY,NYM,LUIS GIL,ID:701603,8.0,5.0,3.0,0.0,True,747863
2024-03-22,PHI,DET,ZACK WHEELER,TARIK SKUBAL,7.0,1.0,1.0,0.0,False,747864
2024-03-22,TOR,BOS,MITCH WHITE,JUSTIN HAGENMAN,6.0,4.0,3.0,0.0,True,747866
2024-03-23,CHC,MIL,BEN BROWN,WADE MILEY,11.0,1.0,0.0,0.0,False,747830
2024-03-23,KC,TEX,MATT SAUER,NATHAN EOVALDI,2.0,1.0,1.0,0.0,False,747831
2024-03-23,CWS,SEA,NICK NASTRINI,GEORGE KIRBY,10.0,7.0,6.0,0.0,False,747832
2024-03-23,AZ,CLE,ZAC GALLEN,TANNER BIBEE,5.0,5.0,4.0,3.0,False,747833
2024-03-23,CIN,COL,FRANKIE MONTAS,CAL QUANTRILL,8.0,8.0,2.0,0.0,True,747834
2024-03-23,SF,AZ,KYLE HARRISON,LOGAN ALLEN,16.0,15.0,8.0,1.0,False,747835
2024-03-23,ATH,LAA,ROSS STRIPLING,MATT MOORE,16.0,9.0,7.0,2.0,True,747836
2024-03-23,NYY,PHI,CARLOS RODÓN,SPENCER TURNBULL,12.0,8.0,3.0,1.0,False,747837
2024-03-23,WSH,MIA,JOSIAH GRAY,VLADIMIR GUTIÉRREZ,8.0,8.0,6.0,6.0,False,747838
2024-03-23,DET,NYY,BRANT HURTER,CODY POTEET,17.0,13.0,13.0,3.0,True,747839
2024-03-23,BAL,TOR,CORBIN BURNES,YARIEL RODRÍGUEZ,5.0,4.0,0.0,0.0,True,747840
2024-03-23,BOS,MIN,NICK PIVETTA,CHRIS PADDACK,14.0,6.0,2.0,0.0,True,747841
2024-03-23,ATL,TB,SPENCER STRIDER,AARON CIVALE,7.0,4.0,1.0,1.0,False,747842
2024-03-23,STL,WSH,MILES MIKOLAS,JAKE IRVIN,4.0,1.0,1.0,1.0,False,747843
2024-03-23,NYM,HOU,JOSE QUINTANA,CRISTIAN JAVIER,18.0,9.0,3.0,3.0,False,747844
2024-03-23,TOR,DET,YUSEI KIKUCHI,KENTA MAEDA,17.0,15.0,10.0,5.0,False,747845
2024-03-23,PIT,BOS,JARED JONES,BRAYAN BELLO,5.0,1.0,0.0,0.0,True,747846
2024-03-23,TB,BAL,ZACH EFLIN,JULIO TEHERÁN,10.0,3.0,1.0,1.0,False,747847
2024-03-24,COL,CWS,AUSTIN GOMBER,ERICK FEDDE,10.0,2.0,1.0,0.0,True,747817
2024-03-24,CIN,CLE,HUNTER GREENE,LOGAN ALLEN,17.0,8.0,2.0,1.0,False,747818
2024-03-24,SEA,CHC,LOGAN GILBERT,KYLE HENDRICKS,18.0,8.0,2.0,0.0,False,747819
2024-03-24,MIL,AZ,DL HALL,MERRILL KELLY,18.0,10.0,6.0,0.0,True,747820
2024-03-24,PIT,NYY,MARTÍN PÉREZ,MARCUS STROMAN,1.0,1.0,0.0,0.0,False,747821
2024-03-24,LAD,LAA,BOBBY MILLER,GRIFFIN CANNING,8.0,4.0,4.0,0.0,True,747822
2024-03-24,PHI,TOR,AARON NOLA,CHRIS BASSITT,2.0,2.0,2.0,2.0,True,747823
2024-03-24,BOS,ATL,KUTTER CRAWFORD,MAX FRIED,10.0,9.0,5.0,0.0,False,747824
2024-03-24,HOU,STL,HUNTER BROWN,LANCE LYNN,13.0,7.0,3.0,1.0,True,747825
2024-03-24,DET,TB,JACK FLAHERTY,ZACK LITTELL,5.0,4.0,4.0,0.0,True,747826
2024-03-24,MIA,NYM,DARREN MCCAUGHAN,TYLOR MEGILL,6.0,4.0,1.0,0.0,True,747827
2024-03-24,MIN,BAL,JOE RYAN,GRAYSON RODRIGUEZ,11.0,4.0,2.0,1.0,False,747828
2024-03-24,NYM,WSH,LUIS SEVERINO,PATRICK CORBIN,11.0,7.0,2.0,0.0,True,747829
2024-03-25,ATH,SF,JP SEARS,JORDAN HICKS,5.0,4.0,1.0,0.0,False,747807
2024-03-25,SD,SEA,DYLAN CEASE,BRYCE MILLER,5.0,4.0,3.0,0.0,False,747808
2024-03-25,AZ,CLE,TOMMY HENRY,TYLER BEEDE,6.0,5.0,4.0,0.0,True,747809
2024-03-25,MIL,COL,COLIN REA,DAKOTA HUDSON,11.0,4.0,2.0,0.0,True,747810
2024-03-25,LAD,LAA,GAVIN STONE,REID DETMERS,6.0,4.0,4.0,0.0,False,747811
2024-03-25,TEX,BOS,JACOB LATZ,GARRETT WHITLOCK,11.0,5.0,2.0,0.0,False,747812
2024-03-25,ATL,MIN,CHRIS SALE,BAILEY OBER,4.0,4.0,4.0,3.0,True,747813
2024-03-25,PIT,TOR,MARCO GONZALES,KEVIN GAUSMAN,7.0,6.0,1.0,0.0,True,747815
2024-03-25,PHI,TB,DAVID BUCHANAN,JACOB WAGUESPACK,9.0,5.0,2.0,2.0,False,747816
2024-03-25,CHC,STL,JORDAN WICKS,STEVEN MATZ,9.0,4.0,3.0,1.0,False,748338
2024-03-25,NYY,NYM,CLARKE SCHMIDT,SEAN MANAEA,3.0,2.0,0.0,0.0,True,748868
2024-03-26,COL,MIL,RYAN FELTNER,AARON ASHBY,7.0,5.0,1.0,0.0,True,747798
2024-03-26,SD,SEA,MIKE KING,CASEY LAWRENCE,13.0,5.0,5.0,4.0,False,747799
2024-03-26,SF,ATH,SPENCER HOWARD,PAUL BLACKBURN,4.0,2.0,1.0,0.0,False,747800
2024-03-26,LAA,LAD,CHASE SILSETH,JAMES PAXTON,7.0,5.0,3.0,2.0,True,747801
2024-03-26,TEX,BOS,DANE DUNNING,RICHARD FITTS,5.0,2.0,1.0,1.0,False,747802
2024-03-26,AZ,CLE,BRANDON PFAADT,TRISTON MCKENZIE,7.0,4.0,2.0,2.0,True,747803
2024-03-26,MIN,ATL,LOUIS VARLAND,ID:694436,15.0,10.0,5.0,2.0,True,747804
2024-03-26,TB,DET,RYAN PEPIOT,CASEY MIZE,6.0,1.0,1.0,0.0,False,747806
2024-03-26,CHC,STL,SHOTA IMANAGA,KYLE GIBSON,9.0,5.0,5.0,1.0,False,748339
2024-03-28,TEX,CHC,NATHAN EOVALDI,JUSTIN STEELE,7.0,2.0,1.0,0.0,True,745039
2024-03-28,TB,TOR,ZACH EFLIN,JOSÉ BERRÍOS,10.0,2.0,1.0,1.0,False,745116
2024-03-28,SEA,BOS,LUIS CASTILLO,BRAYAN BELLO,10.0,6.0,2.0,0.0,False,745283
2024-03-28,SD,SF,YU DARVISH,LOGAN WEBB,10.0,3.0,1.0,0.0,True,745445
2024-03-28,ATH,CLE,ALEX WOOD,SHANE BIEBER,8.0,6.0,1.0,0.0,False,745687
2024-03-28,MIA,PIT,JESÚS LUZARDO,MITCH KELLER,11.0,7.0,6.0,0.0,False,746089
2024-03-28,LAD,STL,TYLER GLASNOW,MILES MIKOLAS,8.0,6.0,5.0,2.0,True,746165
2024-03-28,KC,MIN,COLE RAGANS,PABLO LÓPEZ,5.0,3.0,3.0,2.0,False,746335
2024-03-28,HOU,NYY,FRAMBER VALDEZ,NÉSTOR CORTÉS,9.0,7.0,4.0,3.0,False,746418
2024-03-28,CIN,WSH,FRANKIE MONTAS,JOSIAH GRAY,10.0,7.0,7.0,0.0,True,746737
2024-03-28,CWS,DET,GARRETT CROCHET,TARIK SKUBAL,1.0,1.0,1.0,0.0,False,746821
2024-03-28,BAL,LAA,CORBIN BURNES,PATRICK SANDOVAL,14.0,8.0,6.0,3.0,True,747060
2024-03-28,AZ,COL,ZAC GALLEN,KYLE FREELAND,17.0,17.0,17.0,2.0,True,747224
2024-03-29,TB,TOR,AARON CIVALE,CHRIS BASSITT,10.0,6.0,5.0,0.0,True,745117
2024-03-29,SEA,BOS,GEORGE KIRBY,NICK PIVETTA,1.0,0.0,0.0,0.0,True,745276
2024-03-29,SD,SF,JOE MUSGROVE,KYLE HARRISON,11.0,5.0,3.0,3.0,False,745435
2024-03-29,PHI,ATL,ZACK WHEELER,SPENCER STRIDER,12.0,2.0,0.0,0.0,False,745604
2024-03-29,ATH,CLE,ROSS STRIPLING,LOGAN ALLEN,10.0,7.0,3.0,3.0,False,745682
2024-03-29,NYM,MIL,JOSE QUINTANA,FREDDY PERALTA,4.0,3.0,1.0,0.0,False,745848
2024-03-29,MIA,PIT,A. J. PUK,MARTÍN PÉREZ,9.0,5.0,5.0,0.0,False,746091
2024-03-29,LAD,STL,BOBBY MILLER,ZACK THOMPSON,9.0,5.0,2.0,1.0,True,746167
2024-03-29,HOU,NYY,CRISTIAN JAVIER,CARLOS RODÓN,8.0,1.0,1.0,1.0,False,746412
2024-03-29,AZ,COL,MERRILL KELLY,CAL QUANTRILL,10.0,4.0,4.0,2.0,True,747223
2024-03-30,TEX,CHC,CODY BRADFORD,KYLE HENDRICKS,13.0,7.0,6.0,0.0,True,745037
2024-03-30,TB,TOR,ZACK LITTELL,YUSEI KIKUCHI,6.0,3.0,1.0,0.0,True,745119
2024-03-30,SEA,BOS,LOGAN GILBERT,KUTTER CRAWFORD,7.0,2.0,1.0,1.0,True,745278
2024-03-30,SD,SF,DYLAN CEASE,JORDAN HICKS,15.0,3.0,2.0,0.0,False,745436
2024-03-30,PHI,ATL,AARON NOLA,MAX FRIED,16.0,11.0,11.0,5.0,False,745599
2024-03-30,ATH,CLE,JP SEARS,TANNER BIBEE,15.0,10.0,5.0,0.0,False,745684
2024-03-30,NYM,MIL,LUIS SEVERINO,DL HALL,13.0,8.0,7.0,3.0,False,745850
2024-03-30,MIA,PIT,RYAN WEATHERS,JARED JONES,12.0,7.0,1.0,0.0,False,746087
2024-03-30,LAD,STL,YOSHINOBU YAMAMOTO,LANCE LYNN,11.0,2.0,0.0,0.0,False,746168
2024-03-30,KC,MIN,SETH LUGO,JOE RYAN,6.0,0.0,0.0,0.0,False,746333
2024-03-30,HOU,NYY,HUNTER BROWN,MARCUS STROMAN,8.0,4.0,3.0,0.0,False,746410
2024-03-30,CIN,WSH,HUNTER GREENE,PATRICK CORBIN,13.0,6.0,0.0,0.0,False,746736
2024-03-30,CWS,DET,MICHAEL SOROKA,KENTA MAEDA,13.0,10.0,8.0,5.0,False,746818
2024-03-30,BAL,LAA,GRAYSON RODRIGUEZ,GRIFFIN CANNING,17.0,4.0,3.0,2.0,True,747063
2024-03-30,AZ,COL,TOMMY HENRY,AUSTIN GOMBER,13.0,11.0,4.0,2.0,False,747221
2024-03-31,TEX,CHC,JON GRAY,JORDAN WICKS,14.0,10.0,5.0,3.0,False,745035
2024-03-31,TB,TOR,SHAWN ARMSTRONG,KEVIN GAUSMAN,11.0,8.0,5.0,3.0,False,745115
2024-03-31,SEA,BOS,BRYCE MILLER,GARRETT WHITLOCK,6.0,5.0,2.0,0.0,False,745279
2024-03-31,SD,SF,MIKE KING,DAULTON JEFFERIES,17.0,14.0,12.0,5.0,True,745438
2024-03-31,PHI,ATL,RANGER SUÁREZ,CHRIS SALE,9.0,5.0,3.0,3.0,True,745602
2024-03-31,ATH,CLE,PAUL BLACKBURN,CARLOS CARRASCO,7.0,3.0,3.0,2.0,True,745683
2024-03-31,NYM,MIL,TYLOR MEGILL,COLIN REA,5.0,4.0,3.0,1.0,False,745845
2024-03-31,MIA,PIT,TREVOR ROGERS,BAILEY FALTER,16.0,10.0,8.0,5.0,False,746090
2024-03-31,LAD,STL,GAVIN STONE,STEVEN MATZ,9.0,2.0,1.0,0.0,True,746166
2024-03-31,KC,MIN,BRADY SINGER,BAILEY OBER,11.0,10.0,10.0,3.0,True,746332
2024-03-31,HOU,NYY,J. P. FRANCE,CLARKE SCHMIDT,7.0,4.0,2.0,0.0,False,746413
2024-03-31,CIN,WSH,NICK MARTÍNEZ,JAKE IRVIN,11.0,6.0,3.0,0.0,True,746739
2024-03-31,CWS,DET,ERICK FEDDE,JACK FLAHERTY,5.0,3.0,1.0,0.0,False,746815
2024-03-31,BAL,LAA,TYLER WELLS,REID DETMERS,5.0,5.0,5.0,2.0,False,747062
2024-03-31,AZ,COL,BRANDON PFAADT,RYAN FELTNER,6.0,6.0,3.0,3.0,True,747222
2024-04-01,WSH,PIT,MACKENZIE GORE,MARCO GONZALES,12.0,3.0,3.0,0.0,False,744875
2024-04-01,TB,TEX,RYAN PEPIOT,DANE DUNNING,12.0,3.0,3.0,3.0,False,745109
2024-04-01,SEA,CLE,EMERSON HANCOCK,TRISTON MCKENZIE,9.0,7.0,6.0,0.0,True,745277
2024-04-01,SD,STL,MATT WALDRON,KYLE GIBSON,8.0,5.0,5.0,3.0,False,745437
2024-04-01,PHI,CIN,CRISTOPHER SÁNCHEZ,ANDREW ABBOTT,9.0,2.0,2.0,2.0,False,745600
2024-04-01,ATH,BOS,JOE BOYLE,TANNER HOUCK,9.0,8.0,8.0,1.0,False,745675
2024-04-01,NYM,DET,SEAN MANAEA,REESE OLSON,5.0,0.0,0.0,0.0,False,745842
2024-04-01,MIA,LAA,MAX MEYER,CHASE SILSETH,11.0,6.0,5.0,4.0,False,746085
2024-04-01,LAD,SF,JAMES PAXTON,KEATON WINN,11.0,3.0,3.0,1.0,True,746170
2024-04-01,HOU,TOR,RONEL BLANCO,BOWDEN FRANCIS,10.0,5.0,4.0,3.0,True,746409
2024-04-01,CWS,ATL,CHRIS FLEXEN,CHARLIE MORTON,9.0,4.0,1.0,0.0,False,746817
2024-04-01,CHC,COL,SHOTA IMANAGA,DAKOTA HUDSON,5.0,0.0,0.0,0.0,True,746899
2024-04-01,BAL,KC,DEAN KREMER,MICHAEL WACHA,10.0,6.0,3.0,0.0,True,747058
2024-04-01,AZ,NYY,RYNE NELSON,LUIS GIL,7.0,6.0,6.0,0.0,False,747218
2024-04-02,TB,TEX,ZACH EFLIN,ANDREW HEANEY,7.0,5.0,1.0,0.0,True,745111
2024-04-02,SEA,CLE,LUIS CASTILLO,SHANE BIEBER,7.0,4.0,0.0,0.0,False,745273
2024-04-02,SD,STL,YU DARVISH,MILES MIKOLAS,7.0,3.0,2.0,0.0,False,745439
2024-04-02,PHI,CIN,SPENCER TURNBULL,GRAHAM ASHCRAFT,13.0,3.0,2.0,1.0,True,745598
2024-04-02,ATH,BOS,ALEX WOOD,BRAYAN BELLO,9.0,7.0,7.0,1.0,False,745680
2024-04-02,MIL,MIN,JAKOB JUNIS,LOUIS VARLAND,5.0,4.0,3.0,0.0,True,746009
2024-04-02,MIA,LAA,JESÚS LUZARDO,TYLER ANDERSON,4.0,1.0,0.0,0.0,False,746086
2024-04-02,LAD,SF,RYAN BRASIER,LOGAN WEBB,9.0,7.0,4.0,1.0,True,746169
2024-04-02,HOU,TOR,FRAMBER VALDEZ,JOSÉ BERRÍOS,3.0,1.0,0.0,0.0,False,746411
2024-04-02,CWS,ATL,GARRETT CROCHET,REYNALDO LÓPEZ,5.0,0.0,0.0,0.0,True,746814
2024-04-02,CHC,COL,JAVIER ASSAD,KYLE FREELAND,14.0,7.0,6.0,2.0,True,746898
2024-04-02,BAL,KC,COLE IRVIN,ALEC MARSH,5.0,5.0,4.0,0.0,False,747057
2024-04-02,AZ,NYY,ZAC GALLEN,NÉSTOR CORTÉS,7.0,3.0,3.0,3.0,True,747220
2024-04-03,WSH,PIT,TREVOR WILLIAMS,MITCH KELLER,8.0,6.0,6.0,0.0,True,744869
2024-04-03,TB,TEX,AARON CIVALE,NATHAN EOVALDI,5.0,0.0,0.0,0.0,False,745114
2024-04-03,SEA,CLE,GEORGE KIRBY,LOGAN ALLEN,8.0,8.0,5.0,3.0,False,745275
2024-04-03,SD,STL,JOE MUSGROVE,ZACK THOMPSON,5.0,4.0,2.0,1.0,True,745440
2024-04-03,PHI,CIN,ZACK WHEELER,FRANKIE MONTAS,5.0,2.0,2.0,0.0,False,745603
2024-04-03,ATH,BOS,ROSS STRIPLING,NICK PIVETTA,1.0,1.0,0.0,0.0,False,745678
2024-04-03,MIL,MIN,JOE ROSS,CHRIS PADDACK,10.0,4.0,1.0,0.0,False,746008
2024-04-03,MIA,LAA,A. J. PUK,PATRICK SANDOVAL,12.0,8.0,6.0,2.0,False,746083
2024-04-03,LAD,SF,TYLER GLASNOW,KYLE HARRISON,9.0,5.0,4.0,0.0,True,746163
2024-04-03,HOU,TOR,CRISTIAN JAVIER,CHRIS BASSITT,8.0,4.0,1.0,0.0,True,746407
2024-04-03,CHC,COL,LUKE LITTLE,CAL QUANTRILL,17.0,5.0,4.0,0.0,True,746900
2024-04-03,BAL,KC,CORBIN BURNES,COLE RAGANS,7.0,2.0,2.0,1.0,True,747059
2024-04-03,AZ,NYY,MERRILL KELLY,CARLOS RODÓN,11.0,4.0,1.0,0.0,False,747219
2024-04-04,WSH,PIT,JOSIAH GRAY,MARTÍN PÉREZ,11.0,9.0,6.0,4.0,False,744870
2024-04-04,STL,MIA,LANCE LYNN,RYAN WEATHERS,13.0,7.0,1.0,0.0,True,745200
2024-04-04,NYM,DET,JOSÉ BUTTÓ,MATT MANNING,3.0,1.0,1.0,0.0,True,745843
2024-04-04,NYM,DET,ADRIAN HOUSER,CASEY MIZE,9.0,3.0,2.0,0.0,False,745844
2024-04-04,MIN,CLE,PABLO LÓPEZ,TANNER BIBEE,6.0,4.0,0.0,0.0,False,745928
2024-04-04,KC,CWS,SETH LUGO,MICHAEL SOROKA,11.0,2.0,1.0,0.0,True,746327
2024-04-05,WSH,PHI,PATRICK CORBIN,AARON NOLA,4.0,3.0,3.0,0.0,False,744874
2024-04-05,TEX,HOU,CODY BRADFORD,HUNTER BROWN,12.0,7.0,5.0,0.0,True,745033
2024-04-05,SF,SD,JORDAN HICKS,DYLAN CEASE,5.0,3.0,3.0,2.0,True,745361
2024-04-05,PIT,BAL,JARED JONES,GRAYSON RODRIGUEZ,7.0,3.0,2.0,0.0,False,745524
2024-04-05,NYY,TOR,MARCUS STROMAN,YUSEI KIKUCHI,3.0,0.0,0.0,0.0,False,745764
2024-04-05,MIL,SEA,FREDDY PERALTA,LOGAN GILBERT,11.0,3.0,2.0,0.0,True,746007
2024-04-05,LAA,BOS,GRIFFIN CANNING,KUTTER CRAWFORD,14.0,5.0,4.0,0.0,False,746249
2024-04-05,KC,CWS,BRADY SINGER,ERICK FEDDE,3.0,2.0,2.0,1.0,True,746328
2024-04-05,DET,ATH,TARIK SKUBAL,JP SEARS,9.0,3.0,0.0,0.0,True,746497
2024-04-05,COL,TB,AUSTIN GOMBER,ZACK LITTELL,17.0,3.0,3.0,2.0,True,746576
2024-04-05,CIN,NYM,HUNTER GREENE,JOSE QUINTANA,5.0,2.0,1.0,1.0,False,746733
2024-04-05,CHC,LAD,KYLE HENDRICKS,BOBBY MILLER,16.0,11.0,8.0,2.0,True,746897
2024-04-05,ATL,AZ,SPENCER STRIDER,TOMMY HENRY,11.0,7.0,5.0,4.0,True,747143
2024-04-06,WSH,PHI,JAKE IRVIN,RANGER SUÁREZ,7.0,6.0,6.0,0.0,False,744873
2024-04-06,TEX,HOU,JON GRAY,J. P. FRANCE,9.0,4.0,3.0,0.0,True,745031
2024-04-06,STL,MIA,STEVEN MATZ,TREVOR ROGERS,4.0,3.0,0.0,0.0,True,745197
2024-04-06,SF,SD,KEATON WINN,MIKE KING,4.0,4.0,4.0,4.0,False,745359
2024-04-06,PIT,BAL,BAILEY FALTER,TYLER WELLS,9.0,3.0,3.0,0.0,True,745522
2024-04-06,NYY,TOR,CLARKE SCHMIDT,KEVIN GAUSMAN,17.0,10.0,7.0,3.0,True,745766
2024-04-06,MIN,CLE,JOE RYAN,CARLOS CARRASCO,4.0,4.0,4.0,1.0,False,745926
2024-04-06,MIL,SEA,DL HALL,BRYCE MILLER,8.0,3.0,3.0,0.0,False,746006
2024-04-06,LAA,BOS,REID DETMERS,GARRETT WHITLOCK,3.0,1.0,1.0,0.0,True,746248
2024-04-06,KC,CWS,MICHAEL WACHA,CHRIS FLEXEN,3.0,0.0,0.0,0.0,True,746329
2024-04-06,DET,ATH,KENTA MAEDA,PAUL BLACKBURN,4.0,2.0,2.0,2.0,False,746498
2024-04-06,COL,TB,RYAN FELTNER,TYLER ALEXANDER,14.0,5.0,3.0,1.0,False,746575
2024-04-06,CIN,NYM,NICK MARTÍNEZ,LUIS SEVERINO,15.0,7.0,2.0,0.0,True,746731
2024-04-06,CHC,LAD,JORDAN WICKS,YOSHINOBU YAMAMOTO,5.0,3.0,0.0,0.0,False,746896
2024-04-06,ATL,AZ,MAX FRIED,BRANDON PFAADT,17.0,13.0,6.0,6.0,True,747140
2024-04-07,WSH,PHI,MACKENZIE GORE,CRISTOPHER SÁNCHEZ,5.0,5.0,3.0,0.0,True,744871
2024-04-07,TEX,HOU,DANE DUNNING,RONEL BLANCO,4.0,3.0,3.0,0.0,False,745032
2024-04-07,STL,MIA,KYLE GIBSON,MAX MEYER,13.0,8.0,7.0,6.0,False,745198
2024-04-07,SF,SD,LOGAN WEBB,MATT WALDRON,5.0,1.0,1.0,1.0,True,745362
2024-04-07,PIT,BAL,MARCO GONZALES,DEAN KREMER,5.0,3.0,0.0,0.0,True,745523
2024-04-07,NYY,TOR,LUIS GIL,BOWDEN FRANCIS,11.0,7.0,6.0,0.0,True,745765
2024-04-07,MIL,SEA,COLIN REA,EMERSON HANCOCK,16.0,12.0,8.0,4.0,True,746003
2024-04-07,LAA,BOS,CHASE SILSETH,TANNER HOUCK,14.0,3.0,3.0,0.0,False,746251
2024-04-07,KC,CWS,ALEC MARSH,GARRETT CROCHET,8.0,5.0,0.0,0.0,True,746330
2024-04-07,DET,ATH,JACK FLAHERTY,JOE BOYLE,8.0,6.0,5.0,2.0,False,746493
2024-04-07,COL,TB,DAKOTA HUDSON,RYAN PEPIOT,5.0,3.0,3.0,0.0,False,746574
2024-04-07,CIN,NYM,ANDREW ABBOTT,SEAN MANAEA,4.0,4.0,2.0,1.0,False,746734
2024-04-07,CHC,LAD,SHOTA IMANAGA,GAVIN STONE,9.0,7.0,5.0,3.0,True,746895
2024-04-07,ATL,AZ,CHRIS SALE,RYNE NELSON,7.0,5.0,2.0,0.0,True,747141
2024-04-08,TOR,SEA,JOSÉ BERRÍOS,LUIS CASTILLO,7.0,4.0,3.0,0.0,True,744956
2024-04-08,TEX,HOU,ANDREW HEANEY,BLAIR HENLEY,15.0,15.0,9.0,7.0,False,745034
2024-04-08,STL,PHI,MILES MIKOLAS,SPENCER TURNBULL,8.0,2.0,0.0,0.0,False,745194
2024-04-08,SF,WSH,BLAKE SNELL,TREVOR WILLIAMS,9.0,7.0,4.0,1.0,False,745363
2024-04-08,SD,CHC,YU DARVISH,JAVIER ASSAD,17.0,8.0,4.0,0.0,True,745432
2024-04-08,PIT,DET,MITCH KELLER,REESE OLSON,11.0,8.0,6.0,1.0,True,745520
2024-04-08,NYY,MIA,NÉSTOR CORTÉS,JESÚS LUZARDO,7.0,7.0,0.0,0.0,True,745761
2024-04-08,MIN,LAD,BAILEY OBER,JAMES PAXTON,6.0,3.0,3.0,1.0,False,745925
2024-04-08,LAA,TB,TYLER ANDERSON,ZACH EFLIN,8.0,5.0,3.0,2.0,True,746252
2024-04-08,COL,AZ,KYLE FREELAND,ZAC GALLEN,12.0,7.0,1.0,1.0,True,746569
2024-04-08,CLE,CWS,TRISTON MCKENZIE,TANNER BANKS,4.0,4.0,1.0,0.0,True,746654
2024-04-08,CIN,MIL,GRAHAM ASHCRAFT,AARON ASHBY,18.0,12.0,2.0,0.0,True,746735
2024-04-08,ATL,NYM,CHARLIE MORTON,JULIO TEHERÁN,15.0,8.0,4.0,0.0,False,747142
